,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9,Exchange
73,INTU,Intuit Inc.,159.65,40814505736.75,,1993.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,,NASDAQ
74,ISRG,"Intuitive Surgical, Inc.",369.87,41443133101.32,,2000.0,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,,NASDAQ
75,IPGP,IPG Photonics Corporation,208.06,11221613318.36,,2006.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,,NASDAQ
76,CSJ,iShares 1-3 Year Credit Bond ETF,104.63,11545920500.0,,,,,http://www.nasdaq.com/symbol/csj,,NASDAQ
77,SHY,iShares 1-3 Year Treasury Bond ETF,83.95,11408805000.0,,,,,http://www.nasdaq.com/symbol/shy,,NASDAQ
78,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,116.05,11941545000.0,,,,,http://www.nasdaq.com/symbol/emb,,NASDAQ
79,MBB,iShares MBS ETF,106.67,11829703000.0,,,,,http://www.nasdaq.com/symbol/mbb,,NASDAQ
80,SCZ,iShares MSCI EAFE Small-Cap ETF,63.54,10128276000.0,,,,,http://www.nasdaq.com/symbol/scz,,NASDAQ
81,DVY,iShares Select Dividend ETF,99.17,17934894500.0,,,,,http://www.nasdaq.com/symbol/dvy,,NASDAQ
82,PFF,iShares U.S. Preferred Stock ETF,38.38,18119198000.0,,,,,http://www.nasdaq.com/symbol/pff,,NASDAQ
83,JBHT,"J.B. Hunt Transport Services, Inc.",112.37,12332820441.15,,,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,,NASDAQ
84,JD,"JD.com, Inc.",40.32,37011933584.64,917954702.0,2014.0,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,,NASDAQ
85,KLAC,KLA-Tencor Corporation,105.63,16553055793.89,,1980.0,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,,NASDAQ
86,LRCX,Lam Research Corporation,186.32,30173824927.36,,1984.0,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,,NASDAQ
87,LBRDA,Liberty Broadband Corporation,83.46,15176897455.98,,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,,NASDAQ
88,LBTYA,Liberty Global plc,32.56,26715700724.24,,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,,NASDAQ
89,LKQ,LKQ Corporation,39.51,12210334801.11,,,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,,NASDAQ
90,LULU,lululemon athletica inc.,75.82,10264511069.26,,2007.0,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,,NASDAQ
91,MAR,Marriott International,129.82,47329942159.06,,,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,,NASDAQ
92,MRVL,Marvell Technology Group Ltd.,21.62,10619744000.0,,2000.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,,NASDAQ
93,MXIM,"Maxim Integrated Products, Inc.",52.46,14766786878.62,,1988.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,,NASDAQ
94,MELI,"MercadoLibre, Inc.",318.91,14082224953.24,,2007.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli,,NASDAQ
95,MCHP,Microchip Technology Incorporated,86.75,20291292322.25,,1993.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp,,NASDAQ
96,MU,"Micron Technology, Inc.",42.4,48898021497.6,,,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu,,NASDAQ
97,MSFT,Microsoft Corporation,86.85,670012158435.75,,1986.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft,,NASDAQ
98,MDLZ,"Mondelez International, Inc.",43.38,64826577381.24,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz,,NASDAQ
99,MNST,Monster Beverage Corporation,64.01,36099290833.0,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst,,NASDAQ
100,MYL,Mylan N.V.,40.52,21736399807.96,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl,,NASDAQ
101,NDAQ,"Nasdaq, Inc.",77.51,12884198420.23,,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ndaq,,NASDAQ
102,NTAP,"NetApp, Inc.",57.27,15279165870.57,,1995.0,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap,,NASDAQ
103,NTES,"NetEase, Inc.",355.79,26990616499.52,75861088.0,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes,,NASDAQ
104,NFLX,"Netflix, Inc.",190.12,82270842435.6,,2002.0,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx,,NASDAQ
105,NTRS,Northern Trust Corporation,97.85,22253157374.8,,,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs,,NASDAQ
106,NCLH,Norwegian Cruise Line Holdings Ltd.,54.0,12337052220.0,,2013.0,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh,,NASDAQ
107,NVDA,NVIDIA Corporation,191.56,116085360000.0,,1999.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda,,NASDAQ
108,NXPI,NXP Semiconductors N.V.,116.35,39446120371.45,,2010.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi,,NASDAQ
109,ODFL,"Old Dominion Freight Line, Inc.",129.43,10661918561.35,,1991.0,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl,,NASDAQ
110,ORLY,"O&#39;Reilly Automotive, Inc.",240.2,20423652819.4,,1993.0,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly,,NASDAQ
111,PCAR,PACCAR Inc.,69.16,24317359703.0,,,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar,,NASDAQ
112,PAYX,"Paychex, Inc.",69.77,25070397795.61,,1983.0,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/payx,,NASDAQ
113,PYPL,"PayPal Holdings, Inc.",75.65,90924515254.1,,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pypl,,NASDAQ
114,QQQ,"PowerShares QQQ Trust, Series 1",157.65,59323695000.0,,,,,http://www.nasdaq.com/symbol/qqq,,NASDAQ
115,QCOM,QUALCOMM Incorporated,64.76,95466902021.64,,1991.0,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom,,NASDAQ
116,REGN,"Regeneron Pharmaceuticals, Inc.",388.95,41788637865.3,,1991.0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn,,NASDAQ
117,ROST,"Ross Stores, Inc.",75.96,29027809932.12,,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost,,NASDAQ
118,RYAAY,Ryanair Holdings plc,106.59,10747019570.43,100825777.0,1997.0,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay,,NASDAQ
119,SBAC,SBA Communications Corporation,163.68,19239385535.04,,1999.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac,,NASDAQ
120,SNI,"Scripps Networks Interactive, Inc",83.21,10810279073.04,,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni,,NASDAQ
121,STX,Seagate Technology PLC,42.02,12157166731.6,,2002.0,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx,,NASDAQ
122,SEIC,SEI Investments Company,71.58,11271927790.68,,1981.0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic,,NASDAQ
123,SHPG,Shire plc,151.27,11025783038.27,72888101.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg,,NASDAQ
124,SIRI,Sirius XM Holdings Inc.,5.37,24679553410.74,,,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri,,NASDAQ
125,SWKS,"Skyworks Solutions, Inc.",94.63,17335230901.7,,,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks,,NASDAQ
126,SPLK,Splunk Inc.,82.46,11664660488.6,,2012.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk,,NASDAQ
127,SBUX,Starbucks Corporation,58.29,82935012000.0,,1992.0,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,,NASDAQ
128,SIVB,SVB Financial Group,237.55,12528560173.95,,,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb,,NASDAQ
129,SYMC,Symantec Corporation,28.98,17967080127.78,,1989.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,,NASDAQ
130,SNPS,"Synopsys, Inc.",87.86,13218097700.0,,1992.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps,,NASDAQ
131,TROW,"T. Rowe Price Group, Inc.",102.57,24853740392.52,,1986.0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,,NASDAQ
132,TTWO,"Take-Two Interactive Software, Inc.",111.19,12681561631.63,,1997.0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo,,NASDAQ
133,AMTD,TD Ameritrade Holding Corporation,51.98,29469503618.46,,1997.0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,,NASDAQ
134,TSLA,"Tesla, Inc. ",343.45,57722746812.75,,2010.0,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,,NASDAQ
135,TXN,Texas Instruments Incorporated,101.22,99758443021.02,,,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,,NASDAQ
136,KHC,The Kraft Heinz Company,79.54,96916931675.44,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,,NASDAQ
137,PCLN,The Priceline Group Inc. ,1760.0,85834400960.0,,1999.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln,,NASDAQ
138,TMUS,"T-Mobile US, Inc.",62.66,52130870380.68,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus,,NASDAQ
139,TRMB,Trimble Inc.,40.67,10239132071.0,,1990.0,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb,,NASDAQ
140,FOX,"Twenty-First Century Fox, Inc.",34.22,63393569413.8,,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox,,NASDAQ
141,ULTA,"Ulta Beauty, Inc.",218.25,13311588681.0,,2007.0,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta,,NASDAQ
142,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,87.65,18531072211.9,,,,,http://www.nasdaq.com/symbol/vcit,,NASDAQ
143,VCSH,Vanguard Short-Term Corporate Bond ETF,79.46,21798731170.22,,,,,http://www.nasdaq.com/symbol/vcsh,,NASDAQ
144,VRSN,"VeriSign, Inc.",115.03,11338518833.06,,1998.0,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsn,,NASDAQ
145,VRSK,"Verisk Analytics, Inc.",95.0,15645731640.0,,2009.0,Technology,EDP Services,http://www.nasdaq.com/symbol/vrsk,,NASDAQ
146,VRTX,Vertex Pharmaceuticals Incorporated,145.86,36888409409.28,,1991.0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrtx,,NASDAQ
147,VIA,Viacom Inc.,34.4,13837678158.4,,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/via,,NASDAQ
148,VOD,Vodafone Group Plc,31.07,14437337384.21,464671303.0,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vod,,NASDAQ
149,WBA,"Walgreens Boots Alliance, Inc.",71.94,71246191288.14,,,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba,,NASDAQ
150,WDC,Western Digital Corporation,81.62,24142103761.16,,,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc,,NASDAQ
151,WLTW,Willis Towers Watson Public Limited Company,156.0,20598055764.0,,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/wltw,,NASDAQ
152,WDAY,"Workday, Inc.",103.47,21728700000.0,,,Technology,EDP Services,http://www.nasdaq.com/symbol/wday,,NASDAQ
153,WYNN,"Wynn Resorts, Limited",166.03,17064985614.29,,2002.0,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wynn,,NASDAQ
154,XLNX,"Xilinx, Inc.",67.98,17059777530.18,,1990.0,Technology,Semiconductors,http://www.nasdaq.com/symbol/xlnx,,NASDAQ
155,YNDX,Yandex N.V.,32.05,10441114422.05,,2011.0,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/yndx,,NASDAQ
156,MMM,3M Company,238.0,141754729704.0,,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,,NYSE
157,WUBA,58.com Inc.,69.25,10145827333.5,,2013.0,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba,,NYSE
158,ABB,ABB Ltd,26.0,55495740638.0,,,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb,,NYSE
159,ABT,Abbott Laboratories,55.5,96603338128.5,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt,,NYSE
160,ABBV,AbbVie Inc.,97.45,155572078163.0,,2012.0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv,,NYSE
161,ACN,Accenture plc,152.66,96973329425.2,,2001.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn,,NYSE
162,ASX,"Advanced Semiconductor Engineering, Inc.",6.44,10894852431.68,,,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx,,NYSE
163,AEG,Aegon NV,6.18,12649645469.82,,,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg,,NYSE
164,AET,Aetna Inc.,179.7,58600170000.0,,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet,,NYSE
165,AMG,"Affiliated Managers Group, Inc.",198.64,11040791595.6,,,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg,,NYSE
166,AFL,Aflac Incorporated,89.26,35092535081.2,,,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl,,NYSE
167,A,"Agilent Technologies, Inc.",67.61,21758791282.83,,1999.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,,NYSE
168,AGU,Agrium Inc.,110.13,15216030394.32,,,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu,,NYSE
169,APD,"Air Products and Chemicals, Inc.",160.42,35070755065.32,,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,,NYSE
170,ALB,Albemarle Corporation,129.57,14316921500.07,,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,,NYSE
171,ARE,"Alexandria Real Estate Equities, Inc.",132.84,12715156005.84,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are,,NYSE
172,BABA,Alibaba Group Holding Limited,173.55,445300564632.3,,2014.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba,,NYSE
173,AGN,Allergan plc.,171.68,57097866092.96,,2013.0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn,,NYSE
174,ADS,Alliance Data Systems Corporation,239.81,13249182833.27,,2001.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads,,NYSE
175,LNT,Alliant Energy Corporation,44.43,10272409714.8,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,,NYSE
176,ALL,Allstate Corporation (The),103.97,37307133085.77,,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all,,NYSE
177,ALLY,Ally Financial Inc.,28.7,12690735473.5,,2014.0,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally,,NYSE
178,ATUS,"Altice USA, Inc.",19.03,14026422422.98,,2017.0,Consumer Services,Television Services,http://www.nasdaq.com/symbol/atus,,NYSE
179,MO,Altria Group,71.67,136759954222.26,,,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,,NYSE
180,ABEV,Ambev S.A.,6.23,97860591684.66,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev,,NYSE
181,AEE,Ameren Corporation,60.94,14786164590.12,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,,NYSE
182,AEP,"American Electric Power Company, Inc.",76.54,37648792710.98,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,,NYSE
183,AXP,American Express Company,98.52,85514990550.0,,,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,,NYSE
184,AIG,"American International Group, Inc.",59.39,53389197043.69,,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig,,NYSE
185,AMT,American Tower Corporation (REIT),142.76,60381252237.76,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,,NYSE
186,AWK,American Water Works,90.82,16200053828.0,,2008.0,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk,,NYSE
187,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",167.93,24841886747.23,,,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,,NYSE
188,ABC,AmerisourceBergen Corporation (Holding Co),93.17,20318704691.67,,,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,,NYSE
189,APH,Amphenol Corporation,89.13,27214873626.48,,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,,NYSE
190,AME,"AMTEK, Inc.",71.22,16460167340.1,,,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,,NYSE
191,APC,Anadarko Petroleum Corporation,47.52,26000927108.64,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,,NYSE
192,ANDV,Andeavor,111.55,17401500376.7,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/andv,,NYSE
193,ANDX,Andeavor Logistics LP,47.62,10291456063.1,,2011.0,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/andx,,NYSE
194,BUD,Anheuser-Busch Inbev SA,110.62,213883770000.0,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud,,NYSE
195,NLY,Annaly Capital Management Inc,12.24,14192806650.48,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,,NYSE
196,ANTM,"Anthem, Inc.",226.21,58081797455.41,,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,,NYSE
197,AON,Aon plc,138.39,34583344363.68,,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,,NYSE
198,APA,Apache Corporation,39.47,15035805566.63,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,,NYSE
199,APO,"Apollo Global Management, LLC",32.31,13214728384.83,,2011.0,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo,,NYSE
200,APTV,Aptiv PLC,84.4,22436878613.6,,2011.0,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/aptv,,NYSE
201,ARMK,Aramark,42.46,10404345961.9,,2013.0,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk,,NYSE
202,MT,ArcelorMittal,30.64,31240655008.72,,,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt,,NYSE
203,ADM,Archer-Daniels-Midland Company,40.56,22683192654.72,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,,NYSE
204,ARNC,Arconic Inc.,25.3,12177501678.1,,,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc,,NYSE
205,ANET,"Arista Networks, Inc.",231.03,16888441783.32,,2014.0,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet,,NYSE
206,AJG,Arthur J. Gallagher & Co.,63.98,11567520020.0,,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg,,NYSE
207,AZN,Astrazeneca PLC,33.13,83883936045.28,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn,,NYSE
208,T,AT&T Inc.,38.24,234755360000.0,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t,,NYSE
209,ATH,Athene Holding Ltd.,50.74,10145787837.48,,2016.0,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath,,NYSE
210,ALV,"Autoliv, Inc.",126.03,10958704612.29,,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv,,NYSE
211,AZO,"AutoZone, Inc.",697.06,19003249720.0,,,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo,,NYSE
212,AVB,"AvalonBay Communities, Inc.",181.66,25085041737.56,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb,,NYSE
